"SourceProject","TargetProject","SourceIssueKey","TargetIssueKey","LinkDirection","SourceSummary","SourceStatus","SourceUpdated"
"ENGOPS","PAY","ENGOPS-2264","PAY-1613","Outbound","PAY-1613 (PAY-1153)_Bankruptcy Messaging Update for Chapter 7 Accounts - Account Summary [PAY2][Q2][ERC6.S2]_UAT","Blocked","08/04/2025 16:52:38"
"SRE","EMC","SRE-3033","EMC-1209","Outbound","BigPanda integration with ""Arista CV-CUE""","Blocked","09/15/2025 17:23:26"
"SRE","EMC","SRE-3033","EMC-789","Inbound","BigPanda integration with ""Arista CV-CUE""","Blocked","09/15/2025 17:23:26"
"DS","UPT","DS-185","UPT-732","Outbound","Develop CX Tile component","Backlog","05/09/2025 21:09:17"
"DS","UPT","DS-196","UPT-729","Outbound","Develop CX elevation tokens in DS repo","Backlog","05/09/2025 20:43:11"
"DS","UPT","DS-169","UPT-730","Outbound","Develop CX button component","In Progress","05/21/2025 09:59:42"
"CAD","AUT","CAD-3337","AUT-2238","Outbound","Create document access gateway - existing mule options will not work after mule migration","In Progress","09/21/2025 12:04:28"
"DS","UPT","DS-177","UPT-728","Outbound","CX Design Token Updates","In Progress","05/14/2025 20:21:03"
"DS","UPT","DS-178","UPT-693","Inbound","CX Tile","In Progress","05/09/2025 20:49:14"
"OAE","CJI","OAE-2066","CJI-144","Outbound","Growth Enhancements","Backlog","09/09/2025 13:25:05"
"OAE","PAY","OAE-2066","PAY-1504","Outbound","Growth Enhancements","Backlog","09/09/2025 13:25:05"
"OAE","PAY","OAE-2066","PAY-1802","Outbound","Growth Enhancements","Backlog","09/09/2025 13:25:05"
"OAE","PAY","OAE-2066","PAY-1623","Outbound","Growth Enhancements","Backlog","09/09/2025 13:25:05"
"OAE","PAY","OAE-2066","PAY-1634","Outbound","Growth Enhancements","Backlog","09/09/2025 13:25:05"
"OAE","PAY","OAE-2066","PAY-1623","Outbound","Growth Enhancements","Backlog","09/09/2025 13:25:05"
"OAE","PAY","OAE-2066","PAY-1622","Outbound","Growth Enhancements","Backlog","09/09/2025 13:25:05"
"OAE","PAY","OAE-2066","PAY-1621","Outbound","Growth Enhancements","Backlog","09/09/2025 13:25:05"
"OAE","PAY","OAE-2066","PAY-1620","Outbound","Growth Enhancements","Backlog","09/09/2025 13:25:05"
"OAE","PAY","OAE-2066","PAY-1605","Outbound","Growth Enhancements","Backlog","09/09/2025 13:25:05"
"OAE","PAY","OAE-2066","PAY-1534","Outbound","Growth Enhancements","Backlog","09/09/2025 13:25:05"
"OAE","PAY","OAE-2066","PAY-1533","Outbound","Growth Enhancements","Backlog","09/09/2025 13:25:05"
"OAE","DBEAN","OAE-2066","DBEAN-2642","Outbound","Growth Enhancements","Backlog","09/09/2025 13:25:05"
"OAE","PAY","OAE-2066","PAY-1780","Outbound","Growth Enhancements","Backlog","09/09/2025 13:25:05"
"OAE","PAY","OAE-2066","PAY-1790","Outbound","Growth Enhancements","Backlog","09/09/2025 13:25:05"
"OAE","PAY","OAE-2066","PAY-1787","Outbound","Growth Enhancements","Backlog","09/09/2025 13:25:05"
"OAE","PAY","OAE-2066","PAY-1726","Outbound","Growth Enhancements","Backlog","09/09/2025 13:25:05"
"OAE","PAY","OAE-2066","PAY-1846","Outbound","Growth Enhancements","Backlog","09/09/2025 13:25:05"
"OAE","TRIM","OAE-2066","TRIM-4385","Outbound","Growth Enhancements","Backlog","09/09/2025 13:25:05"
"OAE","PAY","OAE-2066","PAY-1864","Outbound","Growth Enhancements","Backlog","09/09/2025 13:25:05"
"OAE","DBEAN","OAE-2066","DBEAN-2685","Outbound","Growth Enhancements","Backlog","09/09/2025 13:25:05"
"OAE","DBEAN","OAE-2066","DBEAN-2430","Outbound","Growth Enhancements","Backlog","09/09/2025 13:25:05"
"OAE","DBEAN","OAE-2066","DBEAN-2379","Outbound","Growth Enhancements","Backlog","09/09/2025 13:25:05"
"OAE","DBEAN","OAE-2066","DBEAN-2286","Outbound","Growth Enhancements","Backlog","09/09/2025 13:25:05"
"OAE","PAY","OAE-2066","PAY-1930","Outbound","Growth Enhancements","Backlog","09/09/2025 13:25:05"
"OAE","DBEAN","OAE-2066","DBEAN-2776","Outbound","Growth Enhancements","Backlog","09/09/2025 13:25:05"
"OAE","DBEAN","OAE-2066","DBEAN-2863","Outbound","Growth Enhancements","Backlog","09/09/2025 13:25:05"
"UPT","DS","UPT-693","DS-178","Outbound","Build Snapshot Tile design system component","Backlog","05/27/2025 11:11:18"
"UPT","DS","UPT-693","DS-146","Outbound","Build Snapshot Tile design system component","Backlog","05/27/2025 11:11:18"
"UPT","DS","UPT-693","DS-11","Outbound","Build Snapshot Tile design system component","Backlog","05/27/2025 11:11:18"
"CCP","CARD","CCP-496","CARD-3543","Outbound","Create an endpoint on API Gateway to expose create fixed pay recurring plan (Non-Prod)","Testing","05/07/2025 08:34:16"
"CCP","CARD","CCP-497","CARD-3543","Outbound","Create an endpoint on API Gateway to expose create fixed pay recurring plan (Prod)","Testing","05/07/2025 08:34:29"
"GENAI","DEP","GENAI-100","DEP-1154","Inbound","GenAI in SRE Ops","Backlog","06/16/2025 12:55:03"
"DS","UPT","DS-155","UPT-731","Outbound","Develop CX Status Tag component ","In Progress","05/12/2025 19:13:30"
"PLAT","PLAQ","PLAT-147","PLAQ-1060","Inbound","Ability to View Requested Document Slot List For An Application","Refinement","06/01/2025 11:37:42"
"PLAQ","PLAT","PLAQ-1035","PLAT-113","Inbound","PLS Can Re-Request a Document","Backlog","05/22/2025 16:20:33"
"PLAQ","PLAT","PLAQ-1036","PLAT-113","Inbound","PLS Can Request a New Document From the Customer","Backlog","05/22/2025 16:20:27"
"COR","QA","COR-198","QA-02","Inbound","Block 1: QE Validation of CLASS Panels converted to Browser Based UI","Testing","09/26/2025 16:01:44"
"MCCP","MCCE","MCCP-576","MCCE-1642","Outbound","Enable Customer Phone & SMS Consent Preferences in OAM and OneApp","Backlog","09/24/2025 16:03:14"
"CARD","MCCP","CARD-3539","MCCP-535","Inbound","Add Consent Timestamp to CARD TCPA Consent File for Ingestion into CMDS","In Progress","05/22/2025 11:29:03"
"DS","UPT","DS-146","UPT-693","Inbound","CX Icons","In Progress","05/14/2025 17:36:38"
"MCCP","ACQ","MCCP-567","ACQ-3719","Inbound","Historical Reconciliation of Affiliates Servicing Consent Events (March onwards)","Refinement","07/29/2025 09:59:22"
"MCCP","ACQ","MCCP-567","ACQ-3684","Inbound","Historical Reconciliation of Affiliates Servicing Consent Events (March onwards)","Refinement","07/29/2025 09:59:22"
"PAY","CLSS","PAY-1560","CLSS-5851","Outbound","UX Design - Dynamic Cancelation Experience for Customers [PAY-2][Q2]","Backlog","04/29/2025 14:30:42"
"ACQ","CISRE","ACQ-3715","CISRE-1114","Inbound","Onboard Thinkwallet as a PQ API affiliate","Blocked","09/16/2025 16:09:40"
"MCCP","MCLD","MCCP-566","MCLD-1214","Outbound","Gather Business Requirements for pre-scrubbing logic change ","In Progress","09/22/2025 19:06:45"
"MCCE","MCCP","MCCE-1642","MCCP-576","Inbound","Shortcode Campaign Clean Up: Update campaign details for 25156","In Progress","04/29/2025 17:14:47"
"MCCE","CIA","MCCE-1645","CIA-892","Inbound","Shortcodes: Set up new shortcode Customer Facing MFA/OKTA integration","Backlog","09/23/2025 14:48:10"
"OSO","POP","OSO-623","POP-408","Inbound","2025 DR Processes","Backlog","09/26/2025 16:52:20"
"CCP","CARD","CCP-478","CARD-3427","Outbound","PROD (MFR) - Need to setup secret variable","Testing","05/15/2025 06:07:44"
"INSO","FORMS","INSO-2163","FORMS-323","Inbound","Print Rule Change for Universal and Texas Truth in Lending Forms (TIL)","Backlog","08/29/2025 12:18:40"
"FORMS","INSO","FORMS-323","INSO-2163","Outbound","Print Rule Change for Universal and Texas Truth in Lending Forms (TIL)","Backlog","08/29/2025 12:18:31"
"COPS","IAM","COPS-1924","IAM-3253","Outbound","RFI: Unconstrained Delegation project from Bre's team","Blocked","06/23/2025 16:33:27"
"CTGR","COL","CTGR-464","COL-2065","Inbound","DSA - A3P Screen","Backlog","09/16/2025 21:57:19"
"CTGR","COL","CTGR-464","COL-116","Inbound","DSA - A3P Screen","Backlog","09/16/2025 21:57:19"
"CTGR","COL","CTGR-464","COL-2586","Inbound","DSA - A3P Screen","Backlog","09/16/2025 21:57:19"
"CTGR","COL","CTGR-464","COL-155","Inbound","DSA - A3P Screen","Backlog","09/16/2025 21:57:19"
"CTGR","COL","CTGR-464","COL-2329","Inbound","DSA - A3P Screen","Backlog","09/16/2025 21:57:19"
"CTGR","COL","CTGR-464","COL-142","Inbound","DSA - A3P Screen","Backlog","09/16/2025 21:57:19"
"CTGR","COL","CTGR-464","COL-2568","Inbound","DSA - A3P Screen","Backlog","09/16/2025 21:57:19"
"CTGR","COL","CTGR-464","COL-158","Inbound","DSA - A3P Screen","Backlog","09/16/2025 21:57:19"
"INSO","FORMS","INSO-2157","FORMS-223","Inbound","MINNESOTA SINGLE PREMIUM CREDIT LIFE OVER MAX AGE IMPLEMENTATION","In Progress","08/29/2025 16:03:21"
"MCCP","MCLD","MCCP-554","MCLD-1579","Outbound","Load Event Data into Snowflake","Testing","09/19/2025 12:24:07"
"DE","CES","DE-1393","CES-5022","Inbound","Enable Services Hub Team Adoption of Reusable Release Orchestration for OpenShift Deployments","In Progress","06/27/2025 09:53:24"
"DE","CES","DE-1393","CES-5418","Inbound","Enable Services Hub Team Adoption of Reusable Release Orchestration for OpenShift Deployments","In Progress","06/27/2025 09:53:24"
"PLAQ","CRSK","PLAQ-983","CRSK-2477","Outbound","ST: View Catalyst Eligible Apps","In Progress","05/29/2025 10:46:07"
"PLAQ","ACQ","PLAQ-983","ACQ-3700","Inbound","ST: View Catalyst Eligible Apps","In Progress","05/29/2025 10:46:07"
"DPR","DEP","DPR-32","DEP-753","Inbound","Impact zones","Parking lot","06/30/2025 11:10:38"
"DPR","DEP","DPR-32","DEP-978","Inbound","Impact zones","Parking lot","06/30/2025 11:10:38"
"DPR","DEP","DPR-32","DEP-979","Inbound","Impact zones","Parking lot","06/30/2025 11:10:38"
"DPR","DEP","DPR-32","DEP-750","Inbound","Impact zones","Parking lot","06/30/2025 11:10:38"
"DPR","DEP","DPR-32","DEP-964","Inbound","Impact zones","Parking lot","06/30/2025 11:10:38"
"MCLD","MCCP","MCLD-1214","MCCP-566","Inbound","Dialer Scrubbing Logic Change","Ready for Work","05/13/2025 14:24:44"
"PLAT","PLAQ","PLAT-5","PLAQ-971","Inbound","ST: Closing Orchestration ","Backlog","06/02/2025 17:52:10"
"COMP","FORMS","COMP-375","FORMS-221","Inbound","IL State Exam 2025 - Debt Management Service Disclosures","In Progress","05/19/2025 11:55:21"
"ACQ","PLAQ","ACQ-3700","PLAQ-983","Outbound","ACQ + Catalyst Steel Thread work for 2025","In Progress","09/18/2025 11:05:37"
"ACQ","UX","ACQ-3700","UX-1487","Outbound","ACQ + Catalyst Steel Thread work for 2025","In Progress","09/18/2025 11:05:37"
"FORMS","DPSS","FORMS-280","DPSS-1310","Inbound","[GEN]: Fillable PDF template: Universal - UNAN","Testing","07/21/2025 14:04:55"
"FORMS","DPSS","FORMS-286","DPSS-1272","Inbound","[GEN]: Fillable PDF template: Universal - UNAP","Testing","07/21/2025 10:58:41"
"ONE","CCP","ONE-9","CCP-736","Inbound","Launch 'Cards'","In Progress","09/17/2025 15:44:12"
"PLAQ","PLAT","PLAQ-971","PLAT-5","Outbound","ST: Documents Generation","Backlog","06/03/2025 09:39:12"
"PLAQ","PLAT","PLAQ-971","PLAT-137","Outbound","ST: Documents Generation","Backlog","06/03/2025 09:39:12"
"UPT","DS","UPT-642","DS-140","Inbound","Import and set up TM icons in DS codebase","Backlog","04/28/2025 11:33:11"
"UPT","DS","UPT-644","DS-94","Inbound","Develop TM Button component in DS codebase","Backlog","04/28/2025 11:31:50"
"UPT","DS","UPT-644","DS-95","Inbound","Develop TM Button component in DS codebase","Backlog","04/28/2025 11:31:50"
"SRE","DCI","SRE-2634","DCI-1964","Outbound","Opsramp 2025- Improvements & Stability","In Progress","08/28/2025 10:14:12"
"CCP","CARD","CCP-456","CARD-3353","Outbound"," [PROD] - omf-cards-fraud-scheduled-tasks-service, fraud-scheduled-task-lambda Function Creation","Testing","05/12/2025 12:19:40"
"CCP","CARD","CCP-457","CARD-3353","Outbound","[Non-Prod]- omf-cards-fraud-scheduled-tasks-service, create schedulers which triggers fraud-scheduled-task-lambda Function ","Testing","07/07/2025 11:44:41"
"CCP","CARD","CCP-458","CARD-3353","Outbound"," [PROD] -omf-cards-fraud-scheduled-tasks-service, create schedulers which triggers fraud-scheduled-task-lambda Function ","Testing","07/07/2025 12:38:12"
"LAS","INSO","LAS-195","INSO-2123","Inbound","PLR changes for the 200 byte RTA Modernization","In Progress","09/24/2025 14:52:35"
"PAY","OAE","PAY-1504","OAE-2066","Inbound","Experimentation A/B/Multivariate Test - Display unique message to three different set of Current One Time Customers (Non Scheduled & Non AutoPay) in Account Summary [Q2][Q3]","In Progress","09/09/2025 10:11:49"
"COL","SVCCOL","COL-2202","SVCCOL-261","Outbound","Rollout flag removal ELF II, ELF III, ELF IV.  MDCMS COL-118.","In Progress","09/16/2025 11:19:19"
"DS","UPT","DS-140","UPT-642","Outbound","Import and set up TM icons in DS codebase","Backlog","04/18/2025 17:03:41"
"CES","AUT","CES-6755","AUT-1893","Outbound","Modify SDL - remove deprecated ssn field from Applicant","Ready for Work","08/25/2025 15:41:31"
"CES","AUT","CES-6755","AUT-2069","Outbound","Modify SDL - remove deprecated ssn field from Applicant","Ready for Work","08/25/2025 15:41:31"
"DBA","ACQE","DBA-1803","ACQE-30","Outbound","Request writable acquisition_production snapshot for Applicant PII deletion testing","Backlog","04/21/2025 14:03:51"
"DBA","ACQE","DBA-1803","ACQE-30","Inbound","Request writable acquisition_production snapshot for Applicant PII deletion testing","Backlog","04/21/2025 14:03:51"
"SRE","CES","SRE-2608","CES-5877","Outbound","Apollo Router monitoring","In Progress","09/25/2025 08:36:01"
"SRE","EMC","SRE-2608","EMC-798","Inbound","Apollo Router monitoring","In Progress","09/25/2025 08:36:01"
"ENGOPS","LAS","ENGOPS-1575","LAS-252","Outbound","LAS-252_(Previously SCOF-2199)_Convert EV4010UU and RC6010AC to no longer do update in place on receivable file_UAT","In Progress","09/23/2025 15:42:26"
"COMP","COL","COMP-374","COL-2198","Outbound","CLONE - Add Experian skip scrub phone numbers to View Available Phone Numbers screen","Backlog","04/10/2025 14:45:40"
"DEP","DPR","DEP-867","DPR-30","Outbound","Choose Internal Development Portal Product","In Progress","07/21/2025 11:48:42"
"DEP","DPR","DEP-867","DPR-29","Outbound","Choose Internal Development Portal Product","In Progress","07/21/2025 11:48:42"
"DEP","DPR","DEP-872","DPR-30","Outbound","Implement R1 of the IDP","Backlog","04/10/2025 08:47:46"
"MCCE","NAAUDITS","MCCE-1527","NAAUDITS-2117","Inbound","Shortcode Audit: Opt-out auto reply copy change","Backlog","08/05/2025 13:46:26"
"DPR","DEP","DPR-27","DEP-934","Inbound","Atlantis","Parking lot","05/20/2025 12:15:20"
"DPR","DEP","DPR-29","DEP-1042","Inbound","Evaluation of software for the DevOps Platform Developer Portal","Parking lot","07/17/2025 14:44:15"
"DPR","DEP","DPR-29","DEP-867","Inbound","Evaluation of software for the DevOps Platform Developer Portal","Parking lot","07/17/2025 14:44:15"
"DPR","DEP","DPR-30","DEP-867","Inbound","Internal Development Portal","Parking lot","08/26/2025 16:25:20"
"DPR","DEP","DPR-30","DEP-872","Inbound","Internal Development Portal","Parking lot","08/26/2025 16:25:20"
"DPR","DEP","DPR-31","DEP-873","Inbound","AI Chatbot KB for Run Books","Parking lot","06/13/2025 10:46:59"
"CRSK","CES","CRSK-2441","CES-7755","Inbound","Income Confidence Model V2 - Strategy updates in SM","In Progress","09/15/2025 12:41:22"
"DS","UPT","DS-94","UPT-644","Outbound","Technical requirements approval","Backlog","05/27/2025 14:47:45"
"DS","UPT","DS-95","UPT-644","Outbound","Develop button component","Backlog","05/27/2025 14:47:50"
"INSO","LAS","INSO-2123","LAS-195","Outbound","LAS-27-SC-Convert Remaining Insurance Programs Which Use Monthly RTA Files to use Modernized RTA Format ","In Progress","09/25/2025 10:11:21"
"AUT","CAD","AUT-1871","CAD-3152","Inbound","Merchant CRM - research duplicate PSM for dealers","Backlog","06/20/2025 09:54:35"
"SRE","EMC","SRE-3045","EMC-965","Outbound","Switch BigPanda API Keys to use a service account","Blocked","09/12/2025 10:00:54"
"SRE","EMC","SRE-3045","EMC-1059","Outbound","Switch BigPanda API Keys to use a service account","Blocked","09/12/2025 10:00:54"
"SRE","CISRE","SRE-3045","CISRE-1001","Inbound","Switch BigPanda API Keys to use a service account","Blocked","09/12/2025 10:00:54"
"COMP","FORMS","COMP-370","FORMS-209","Outbound","Texas Dollar Amount Adjustments 2025","In Progress","07/09/2025 15:24:34"
"DCI","PDS","DCI-1885","PDS-3211","Inbound","Work with Application teams to implement new LDAP servicing","Blocked","09/10/2025 12:12:26"
"CES","ESDL","CES-6655","ESDL-2620","Outbound","Capture ACAP Pulse Logs to Elastic and Build Grafana Dashboard","Blocked","08/28/2025 14:13:05"
"CES","CRSK","CES-6655","CRSK-2627","Outbound","Capture ACAP Pulse Logs to Elastic and Build Grafana Dashboard","Blocked","08/28/2025 14:13:05"
"CES","DARC","CES-6655","DARC-401","Inbound","Capture ACAP Pulse Logs to Elastic and Build Grafana Dashboard","Blocked","08/28/2025 14:13:05"
"CES","CRSK","CES-6655","CRSK-2695","Inbound","Capture ACAP Pulse Logs to Elastic and Build Grafana Dashboard","Blocked","08/28/2025 14:13:05"
"IAM","DCI","IAM-3253","DCI-1636","Outbound","Eliminate Unconstrained Delegation","Ready for Work","06/24/2025 08:23:23"
"IAM","COPS","IAM-3253","COPS-1924","Inbound","Eliminate Unconstrained Delegation","Ready for Work","06/24/2025 08:23:23"
"IAM","CTEM","IAM-3253","CTEM-15","Inbound","Eliminate Unconstrained Delegation","Ready for Work","06/24/2025 08:23:23"
"COR","PAY","COR-160","PAY-1413","Inbound","Changes to FourSight Payments data view CSFSTA05 and change of data type for ACH account to CHAR","In Progress","04/15/2025 16:51:04"
"INSO","FORMS","INSO-2090","FORMS-207","Inbound","Oklahoma- Credit Life and Disability Form and Rate Changes (OMNI)","In Progress","09/09/2025 09:31:38"
"PDS","CES","PDS-2984","CES-5022","Inbound","Provide Private Cloud Infrastructure and Platforms for Manage Credit Initiative","In Progress","07/16/2025 15:23:03"
"SRE","IAM","SRE-2539","IAM-3461","Inbound","Set up monitoring of cyberark in opsramp","In Progress","09/25/2025 14:50:29"
"MCCE","COL","MCCE-1435","COL-3005","Inbound","Comms History ODS: Compliance Enhancements: Multiple Account assignment","Backlog","09/24/2025 16:41:37"
"GENAI","CARC","GENAI-79","CARC-891","Inbound","Assess Mabl AI-powered automation tool for streamlining and accelerating QE","In Progress","07/17/2025 11:38:18"
"DS","UPT","DS-73","UPT-672","Outbound","CX Menu Bar","In Progress","04/30/2025 17:20:48"
"COL","CTGR","COL-2065","CTGR-464","Outbound","DSA - Collection Create procedure to merge (ins.upd) DSC info.  MDCMS COL-116.","Blocked","09/26/2025 08:44:30"
"DR","PSM","DR-10","PSM-288","Outbound","Spring Disaster Recovery Test Exercise 2025","In Progress","09/22/2025 10:39:20"
"ACQE","DBA","ACQE-28","DBA-1787","Outbound","Define deletion strategy for Applicant PII within ""Clarity"" in acquisition database tables","Blocked","09/16/2025 17:52:28"
"OSO","IAM","OSO-606","IAM-3461","Inbound","CyberArk server monitoring","Ready for Work","08/05/2025 15:31:00"
"COL","MCCP","COL-2052","MCCP-513","Inbound","Create and receive vendor consent file with CMDS data","In Progress","07/28/2025 17:26:15"
"OAE","DBEAN","OAE-1955","DBEAN-2370","Outbound","Investigate if Any Changes were Made that Would Affect Due Date on LD","Backlog","07/24/2025 16:47:03"
"OAE","DBEAN","OAE-1955","DBEAN-2372","Inbound","Investigate if Any Changes were Made that Would Affect Due Date on LD","Backlog","07/24/2025 16:47:03"
"ACM","COL","ACM-350","COL-2","Inbound","COL - 2 Pay campaign (OMF_CMP_COLL_2PAY)","In Progress","09/23/2025 09:11:41"
"ACM","COL","ACM-350","COL-2","Inbound","COL - 2 Pay campaign (OMF_CMP_COLL_2PAY)","In Progress","09/23/2025 09:11:41"
"ACM","COL","ACM-350","COL-2","Inbound","COL - 2 Pay campaign (OMF_CMP_COLL_2PAY)","In Progress","09/23/2025 09:11:41"
"ACM","COL","ACM-350","COL-2","Inbound","COL - 2 Pay campaign (OMF_CMP_COLL_2PAY)","In Progress","09/23/2025 09:11:41"
"ACM","COL","ACM-350","COL-2","Inbound","COL - 2 Pay campaign (OMF_CMP_COLL_2PAY)","In Progress","09/23/2025 09:11:41"
"ACM","COL","ACM-350","COL-2","Inbound","COL - 2 Pay campaign (OMF_CMP_COLL_2PAY)","In Progress","09/23/2025 09:11:41"
"ACM","COL","ACM-350","COL-2","Inbound","COL - 2 Pay campaign (OMF_CMP_COLL_2PAY)","In Progress","09/23/2025 09:11:41"
"ACM","COL","ACM-350","COL-2","Inbound","COL - 2 Pay campaign (OMF_CMP_COLL_2PAY)","In Progress","09/23/2025 09:11:41"
"ACM","COL","ACM-350","COL-2","Inbound","COL - 2 Pay campaign (OMF_CMP_COLL_2PAY)","In Progress","09/23/2025 09:11:41"
"ACM","COL","ACM-350","COL-2","Inbound","COL - 2 Pay campaign (OMF_CMP_COLL_2PAY)","In Progress","09/23/2025 09:11:41"
"ACM","COL","ACM-350","COL-2","Inbound","COL - 2 Pay campaign (OMF_CMP_COLL_2PAY)","In Progress","09/23/2025 09:11:41"
"MCCP","COL","MCCP-513","COL-2052","Outbound","Collections vendor consent changes - Loans ","In Progress","09/22/2025 18:20:25"
"MCCP","MCLD","MCCP-513","MCLD-1510","Inbound","Collections vendor consent changes - Loans ","In Progress","09/22/2025 18:20:25"
"CACS","CARD","CACS-2665","CARD-2455","Outbound","Whitelist IPs for https://api.opt.alt.meanion.com/cards-starlink/v1/kount360/webhook/decision","Backlog","07/18/2025 17:55:52"
"CNE","CBRE","CNE-2731","CBRE-1175","Inbound","BAU Routine Work 2025","In Progress","08/18/2025 11:48:56"
"DE","ERD","DE-1219","ERD-206","Inbound","Application Release Data (ARD) and Release Manifest","In Progress","04/17/2025 10:25:50"
"DE","ERD","DE-1219","ERD-277","Inbound","Application Release Data (ARD) and Release Manifest","In Progress","04/17/2025 10:25:50"
"DE","ERD","DE-1219","ERD-208","Inbound","Application Release Data (ARD) and Release Manifest","In Progress","04/17/2025 10:25:50"
"DE","ERD","DE-1219","ERD-443","Inbound","Application Release Data (ARD) and Release Manifest","In Progress","04/17/2025 10:25:50"
"DE","ERD","DE-1219","ERD-444","Inbound","Application Release Data (ARD) and Release Manifest","In Progress","04/17/2025 10:25:50"
"DE","ERD","DE-1219","ERD-445","Inbound","Application Release Data (ARD) and Release Manifest","In Progress","04/17/2025 10:25:50"
"MCCP","DAWA","MCCP-510","DAWA-4086","Outbound","Store State Do Not Solicit indicator in CMDS","In Progress","09/17/2025 15:10:20"
"DARC","CES","DARC-401","CES-6655","Outbound","New Table: CB_PULSE_ERR_CD_MAINT","Testing","08/28/2025 14:12:41"
"DARC","CES","DARC-401","CES-7712","Inbound","New Table: CB_PULSE_ERR_CD_MAINT","Testing","08/28/2025 14:12:41"
"LAS","PSM","LAS-267","PSM-248","Outbound","Decommission GSVC Application (Phase 2)","Backlog","09/25/2025 10:10:37"
"LAS","PSM","LAS-267","PSM-247","Outbound","Decommission GSVC Application (Phase 2)","Backlog","09/25/2025 10:10:37"
"LAS","PSM","LAS-267","PSM-270","Outbound","Decommission GSVC Application (Phase 2)","Backlog","09/25/2025 10:10:37"
"LAS","PSM","LAS-752","PSM-446","Outbound","Create File for Certified Mail","Testing","09/25/2025 18:01:11"
"ERD","COR","ERD-447","COR-190","Outbound","Update MDCMS Configurations for CLASS GUI conversion to Web based browser using RocketMX","In Progress","06/27/2025 12:02:36"
"ERD","COR","ERD-447","COR-191","Outbound","Update MDCMS Configurations for CLASS GUI conversion to Web based browser using RocketMX","In Progress","06/27/2025 12:02:36"
"ERD","COR","ERD-447","COR-192","Outbound","Update MDCMS Configurations for CLASS GUI conversion to Web based browser using RocketMX","In Progress","06/27/2025 12:02:36"
"ERD","COR","ERD-447","COR-193","Outbound","Update MDCMS Configurations for CLASS GUI conversion to Web based browser using RocketMX","In Progress","06/27/2025 12:02:36"
"ENGOPS","AUT","ENGOPS-795","AUT-1107","Outbound","AUT-1481-[DG] New document slots for Work Number- UAT ","Backlog","04/24/2025 10:14:51"
"CRSK","PSM","CRSK-2371","PSM-307","Outbound","Manage Credit Initiative - ACAPS Builds Timeout for the ACAPS to Pulse Requests","In Progress","09/19/2025 10:00:06"
"ERD","DE","ERD-443","DE-1219","Outbound","Application Release Data (ARD) Project - Changeman","In Progress","09/23/2025 10:21:30"
"ERD","DE","ERD-444","DE-1219","Outbound","Application Release Data (ARD) Project - MDCMS","In Progress","09/23/2025 10:21:31"
"ERD","DE","ERD-445","DE-1219","Outbound","Application Release Data (ARD) Project - Aldon Affiniti (LMe) ","In Progress","09/23/2025 10:21:31"
"CES","ESDL","CES-6152","ESDL-2875","Inbound","Reporting Channel (Daily, Weekly, Monthly)","In Progress","08/28/2025 14:08:40"
"CES","ESDL","CES-6152","ESDL-2863","Inbound","Reporting Channel (Daily, Weekly, Monthly)","In Progress","08/28/2025 14:08:40"
"CES","CNS","CES-6157","CNS-1291","Inbound","Custom image pipeline should run new automated tests","Backlog","07/30/2025 11:07:12"
"PAY","ENGOPS","PAY-1153","ENGOPS-2264","Inbound","Dev Only - Bankruptcy Messaging Update for Chapter 7 Accounts - Account Summary [PAY2][Q2][ERC5.S1]","Backlog","08/04/2025 15:29:18"
"DPR","DEP","DPR-15","DEP-306","Outbound","Private DNS","Delivery","04/09/2025 15:29:47"
"DPR","DEP","DPR-15","DEP-303","Outbound","Private DNS","Delivery","04/09/2025 15:29:47"
"DPR","DEP","DPR-15","DEP-716","Outbound","Private DNS","Delivery","04/09/2025 15:29:47"
"DPR","DEP","DPR-15","DEP-303","Inbound","Private DNS","Delivery","04/09/2025 15:29:47"
"DPR","DEP","DPR-15","DEP-306","Inbound","Private DNS","Delivery","04/09/2025 15:29:47"
"DPR","DEP","DPR-15","DEP-716","Inbound","Private DNS","Delivery","04/09/2025 15:29:47"
"CAD","DE","CAD-2872","DE-1370","Inbound","Add Additional Restrictions on Table Key Names and Index Names","Acceptance","04/16/2025 16:46:23"
"PAY","OAE","PAY-1150","OAE-1894","Inbound","Bankruptcy Messaging Update OAM for Chapter 7 Customers [PAY2][Q1][Q2][ERC6.S1][ERC6.S2]","In Progress","09/15/2025 15:00:59"
"PAY","OAE","PAY-1150","OAE-1974","Inbound","Bankruptcy Messaging Update OAM for Chapter 7 Customers [PAY2][Q1][Q2][ERC6.S1][ERC6.S2]","In Progress","09/15/2025 15:00:59"
"DPR","DEP","DPR-13","DEP-723","Inbound","Deploy next gen Palo Alto firewall in AWS ","Delivery","04/22/2025 08:41:37"
"LAS","ENGOPS","LAS-252","ENGOPS-1575","Inbound","Convert EV4010UU and RC6010AC to no longer do update in place on receivable file","Testing","09/26/2025 16:57:01"
"LAS","SCOF","LAS-252","SCOF-2199","Inbound","Convert EV4010UU and RC6010AC to no longer do update in place on receivable file","Testing","09/26/2025 16:57:01"
"COMP","CBRE","COMP-283","CBRE-834","Inbound","Restrict Fraud and Potential Fraud Flags to Certain Users						 						","Backlog","09/19/2025 11:48:08"
"DPSS","IMG","DPSS-637","IMG-1441","Inbound","[Proxy] Setup ELF Proxy - ELF BFF","In Progress","07/03/2025 11:18:54"
